Company name,Website,Headquarters,Owned by / Subsidiary of,Public stock,Number of employees
JK3D,https://jk3d.com,United States,,,
JLC3DP,https://jlc3dp.com/,Japan,,,
"JMO Technology, LLC",jmotechnology.com,,,,
"Johann Schuechl, Maschinenbau",https://schuechl.de,Germany,,,
John Brevard,https://johnbrevard.com,United States,,,
John Deere GmbH & Co. KG,https://deere.de,Germany,,,
Johnson Matthey,https://matthey.com,The United Kingdom,,,
joke Technology GmbH,https://joke-technology.com,Germany,,,
Jomatick,https://jomatik.de,Germany,,,
JPB Système,https://jpb-systeme.com,France,,,
JPB Système,https://www.jpb-systeme.com/en/,France,,,
JS Additive,https://cempro.com,Guatemala,,,
JS Additive (JSADD),https://jsadditive.com,China,,,
JSJW New Material Co Ltd,,,,,
"JSJW New Material Co., LTD.",,Germany,,,
JSR Corporation,,Japan,,,
JuggerBot 3D,,United States,,,
Juggerbot3D,,,,,
JULIEN SAS,https://juliensa.com/en/home,France,,,
Jumbo 3D Manufacturing,https://jumbogroup.com/business/jumbo-3d-manufacturing,United Arab Emirates,,,
Junchen Intelligent Manufacturing Technology – JUN CHEN,https://shjcm3d.com,China,,,
Jweel,https://jweel.com,,,,
JX ADVANCED METALS CORPORATION,https://www.jx-nmm.com/english/,Japan,,,
K-Zeitung,https://k-zeitung.de,United States,,,
K. K. IRISU,https://irisu.jp,Japan,,,
K&C Manufacturing,,,,,
K3D B.V.,https://k3d.nl,The Netherlands,,,
Kaak Group,https://kaakgroup.com,The Netherlands,,,
kabuku,https://kabuku.co.jp/en,Japan,,,
Kabuni Technologies Inc.,https://kabuni.com,Canada,,,
Kad 3D,https://kad3d.com.au,Australia,,,
Kadkraft Systems,https://kadkraft.com,India,,,
Kaiser Aluminum,,United States,,,
Keselowski Advanced Manufacturing (KAM),https://kamsolutions.com,United States,,,
Kanfit,https://kanfit.com,Israel,,,
Kansas City National Security Campus (Part of the DOE),https://kcnsc.doe.gov/,United States,,,
Kanthal Additive Manufacturing,https://www.kanthal.com/en,Sweden,,,
kapow! 3D,https://kapow3d.com,United states,,,
Karl SpÃ¤h GmbH & Co. KG,https://spaeh.de,The Netherlands,,,
KARV Automation,https://karvautomation.com,United States,,,
Kaspo Maskin AS,https://kaspo.no,Norway,,,
Katı Hal Arge,https://katihal.com,Turkey,,,
KAUT BULLINGER,https://printingsolutionpartner.de,Germany,,,
KBM Advanced Materials LLC,,,,,
KEEEN,https://keeen.enterprises,Italy,,,
Keene Additive,https://keeneadditive.com,United States,,,
Keienu Trading,https://kncolor.com/english/index.html,Japan,,,
"KELI MOTOR GROUP CO., LTD.",https://kelimicromotor.com,The Netherlands,,,
Kemperle Industries,https://kemperleindustries.com,United States,,,
Kemtek Imaging Systems Holdings (PTY) LTD,https://kemtek.co.za,South Africa,,,
Kenco Plastics,https://kenco.net,United States,,,
"Kennametal, Inc.",https://kennametal.com,United States,,,
Kentstrapper Srl,https://kentstrapper.com,Italy,,,
Keppel Corporation,https://kepcorp.com,Singapore,,,
KERAMIK,https://keramik.gr,Greece,,,
Kespry,https://kespry.com,United States,,,
"Keumyong Machinery Co., Ltd.",https://keumyong.com,United States,,,
Kevton Industries,https://kevtonind.com,United States,,,
KEXCELLED,,,,,
"Kexcelled | Northbridge New Material Technology SUZHOU CO.,LTD",https://kexcelled3d.com,China,,,
kiben3d,http://www.kiben3d.com,China,,,
Kiboplast,https://kiboplast.de,Germany,,,
"Kimura Foundry America, Inc. ",,,,,
"Kimura Foundry Co., Ltd.",https://kimuragrp.co.jp/en,Japan,,,
KIMYA,,,,,
Kind Designs,https://kinddesigns.com,United States,,,
King Machine,https://kingmachinemolds.com,United States,,,
Kingsbury,https://kingsburyuk.com/additive,The United Kingdom,,,
KISSlicer,https://kisslicer.com,United States,,,
Kisters AG,,,,,
Kittyhawk,,,,,
KLabs,,,,,
KLABS Inc.,http://www.klabs.co.kr/en,South Korea,,,
Klaeger,https://klaeger.de3d-druck,Germany,,,
Klema,,,,,
Kloe,,France,,,
KLONER3D,https://kloner3d.com,Italy,,,
KMT GmbH | KMT Waterjet Systems,https://kmtwaterjet.com,Germany,,,
KMWE Precision B.V.,https://kmwe.com,The Netherlands,,,
KNIELE 3D Druck,https://kniele.de,Germany,,,
Knowhow Wilhelms,https://k-wilhelms.de,Germany,,,
Knust-Godwin,https://kgsbo.com,United States,,,
KOCEL INTELLIGENT MACHINERY (ANHUI) LIMITED,https://www.kocel.com/?_l=en,China,,,
Kocher Micro,,,,,
KODAK 3D,https://kodak.com/en/consumer/product/printing-scanning/3d-printer-and-filaments,,,,
KOHLER,https://kohlercompany.com,United States,,,
KOKONI3D,https://kokoni3d.com,China,,,
Kongsberg Ferrotech,https://kferrotech.no,Norway,,,
Konica Minolta,https://konicaminolta.us,United States,,,
KONSTRUKTION & ENTWICKLUNG,https://konstruktion-entwicklung.de,Germany,,,
KORA,https://kora3d.com,The United Kingdom,,,
Kore Mart,https://koremart.com,United States,,,
"KOS GLOBAL, LTD.",https://koswire.com,Germany,,,
Kraftwurx,http://www.kraftwurx.com/,United States,,,
KRAHN Ceramics,https://krahn-ceramics.com,Germany,,,
Krause DiMaTec,https://krause-dimatec.de,Germany,,,
KraussMaffei Group,https://kraussmaffei.com/en/home,Germany,,,
Kreate Labs,https://kreatelabs.com,United States,,,
KREOS,https://kreos.fr,France,,,
KSB SE & Co. KGaA,https://ksb.com,Germany,,,
KTM Technologies,https://ktm-technologies.com,Austria,,,
Kudo3D,https://kudo3d.com,United States,,,
Kuepper Solutions,https://kueppers-solutions.de,Germany,,,
Kuka,https://kuka.com,Germany,,,
KüL 3D,,,,,
Kulzer,https://kulzer.com/en/en/start/homepage.html,Germany,,,
Kumovis,https://kumovis.com,Germany,3D Systems,,
Kunststoffe,https://kunststoffe.de,Germany,,,
Kurtz Ersa GmbH,https://kurtzersa.com/homepage.html,Germany,,,
Kwambio,https://kwamb.io,United States,,,
Kymera International,https://kymerainternational.com,United States,,,
Kyocera,https://global.kyocera.com/prdct/fc/lp/3d-printing.html,Japan,,,
Kyoraku Co.Ltd,https://krk.co.jp,Japan,,,
L.B. Bohle Maschinen und Verfahren GmbH,https://lbbohle.de,France,,,
L.Corporation (Formerly 3Developer),https://lcorporation.co.kr,South Korea,,,
L.R.P.S Ltd,https://lrps.info,Israel,,,
L3Harris,,,,,
La Boutique du 3D,https://laboutiquedu3d.com,France,,,
La Citadelle des Savoir-Faire,https://citadelledessavoirfaire.com,France,,,
LÃ–MI GmbH,https://loemi.com,Germany,,,
LA3-D,https://la3-d.com,United states,,,
Lab Geo Spain,,Germany,,,
Lab3DPrint,,,,,
LABISTS,https://labists.com,,,,
Laboratory Testing Inc,,,,,
Lady3D,https://lady3d.hu,Hungary,,,
Laempe Mössner Sinto,https://laempe.com,Germany,,,
"LAI International, Inc.",https://laico.com,United States,,,
Lamborghini,,Italy,,,
Lamifil NV,https://lamifil.be,Belgium,,,
LAMREN 3D GmbH,https://lr3d.de,Germany,,,
lancashire 3D,https://lancashire3d.uk,The United Kingdom,,,
Landré Groep BV,https://landre.nl,The Netherlands,,,
LandSpace,https://www.landspace.com/en,China,,,
LANDU INNOVATIONS,,Germany,,,
Lanxess,https://lanxess.com,Germany,,,
Larg3D,,,,,
Largix,,,,,
Largix Tech,https://largix.com,Israel,,,
Larsen & Toubro,https://larsentoubro.com,India,,,
Laser Add Center,https://laser-add-center.de,Germany,,,
"Laser Cutting Lab, LLC",https://lasercuttinglab.com,United States,,,
Laser Imaging,https://laserimaginginc.com,United states,,,
Laser Lines,https://3dprinting.co.uk,The United Kingdom,,,
Laser Modeling Israel – LMI,https://lmi.co.il,Israel,,,
Laser Photonics,,United States,,,
Laser Prototypes Europe (LPE),https://www.laserproto.com,The United Kingdom,,,
Laser Welding Solutions,https://laserweldingsolutions.com,United States,,,
Laser Zentrum Hannover e.V.,https://lzh.de,Germany,,,
Laseradd,https://www.laseradd.com/en/,China,,,
LaserJob Rapid 3D GmbH,https://laserjob.de,Germany,,,
Laserline GmbH,https://laserline.com/en-int,Germany,,,
Laserlines,https://laserlines.co.uk,The United Kingdom,,,
Lasers and Apparatus,https://laserapr.ru,Russia,,,
Lasertech LSH,https://lasertech.se/en,Sweden,,,
Lasting Titanium,https://lastingtitanium.com,China,,,
Latec,http://en.lasertecam.com/index.html,China,,,
LATI Industria Termoplastici S.p.A.,https://lati.com,Italy,,,
LATICRETE,https://laticrete.com,United States,,,
Latitude,https://latitude.eu,France,,,
LATTICE MEDICAL SAS,https://lattice-medical.com,Italy,,,
Lattice Services,https://lattice-services.com/en,France,,,
Launcher (part of Vast),https://launcherspace.com,United States,,,
Launhardt,https://launhardtgmbh.de,Germany,,,
Laxxon,https://laxxonmedical.com,United States,,,
Lay Filaments,https://lay-filaments.com,Germany,,,
Layered 3D,https://layered3d.com.au,Australia,,,
Layerloop 3D,https://www.layerloop3d.com/en/,Italy,Finlogic Group SpA,,
LayerWise,,Belgium,,,
LayerX,https://layerx-3d.com,United Arab Emirates,,,
Layfa 3D Printing & Engineering,https://layfa.nl,The Netherlands,,,
Lazarus 3D,https://lazarus3d.com/home,United states,,,
Le Fab Shop,https://lefabshop.fr,France,,,
Lead Technology (HK) Group Limited,https://leadrp.net,China,,,
LEAM Technologies GmbH,https://leam.tech,Germany,,,
Lean Plastics Technologies GmbH,https://lean-plastics.de,Germany,,,
Leapfrog B.V. (Leapfrog 3D printers),https://lpfrg.com,The Netherlands,,,
Lecce 3D,,,,,
LECO Corp,,,,,
LEE 3D,https://lee3d.co.uk,The United Kingdom,,,
Leering Hengelo B.V.,,The Netherlands,,,
Legor Group S.p.A.,https://legor.com/en,Italy,,,
Lehmhuus 3D Ceramics,https://3d-ceramics.de,Germany,,,
LEHVOSS,https://lehvoss.de,Germany,,,
Lemantek,https://lemantek.com,France,,,
Lenovo,https://lenovo.com/us/en,United States,,,
LEO Lane,https://leolane.com,Israel,,,
Leonardo,https://leonardocompany.com,Italy,,,
Leopoly,https://leopoly.com,Hungary,,,
Leybold USA Inc,,,,,
Lezar3D – Développement de produit et de prototype,https://lezar3d.com,Canada,,,
LGM 3D,https://lgm3d.com,United States,,,
Liberty Pattern Company,https://libertypattern.com,United States,,,
LIBERTY Steel Group,https://libertysteelgroup.com,The United Kingdom,,,
Liburdi Automation Inc,,,,,
Liebherr Group,https://liebherr.com,Germany,,,
Lifeline Robotics,https://lifelinerobotics.com,Denmark,,,
Liframeccanica,https://liframeccanica.it,Italy,,,
Lightspeed Concepts Inc,,,,,
Lightway,https://lightway.de,Germany,,,
LiM Laser,http://en.lim-laser.com,China,,,
LiM Laser Technologies,,,,,
LimitState,https://limitstate.com,The United Kingdom,,,
Lincoln Electric,https://lincolnelectric.com,United States,,,
Lincoln Electric Additive Solutions,https://additive.lincolnelectric.com,,,,
LINCON AG,https://lincon.de,Germany,,,
Lincotek Additive,https://lincotek.com/additive,Italy,,,
"Lincsolution, Inc.",https://en.lincsolution.com,South Korea,,,
Linde Advanced Material Technologies,,,,,
Linde AMT,https://linde-amt.com,United States,,,
Linear AMS,https://linearams.com,,,,
Lines Manufacturing,https://lines-manufacturing.com,Germany,,,
Linuotec,,China,,,
Liqcreate,https://liqcreate.com,The Netherlands,,,
Liqtra GmbH,https://liqtra.de,France,,,
Liquid3D,https://liquid3d.co.za,South Africa,,,
Lisa Tech – Living Space for Additive Technologies,https://kilometrorosso.com/en/living-space-for-additive-technologies,Italy,,,
Lisi Aerospace Additive Manufacturing (LAAM),https://lisi-aerospace-am.com,France,,,
Listemann,https://listemann.com,Switzerland,,,
Lithoz GmbH,https://lithoz.com,Austria,,,
"LK PROTOTYPE MOLDING CO.,LTD",https://lkprototype.com,Austria,,,
LLG Architecture,https://llgarc.com,United States,,,
Laser Melting Innovations (LMI),https://www.lm-innovations.com/en-gb/,Germany,,,
LMD GmbH,https://lmd-innovation.de,Germany,,,
LNA Prototypes,https://lna-proto.com,France,,,
Lo Spaccio di Nova,https://enovaz.com,Italy,,,
Local Motors – closed,https://localmotors.com,United States,,,
LOCI Robotics,https://locirobotics.com,United States,,,
Lockheed Martin,https://lockheedmartin.com,United States,,,
Lodestar Innovations Pvt Ltd,https://3digiprints.com,India,,,
London3dprinting,https://london3dprinting.com,The United Kingdom,,,
LONGER,https://www.longer3d.com/,China,,,
LONGQI INDUSTRIAL COMPANY LIMITED,,Germany,,,
LOOP 3D EUROPE SP. Z O.O.,https://loop3dprinter.com,Poland,,,
Loramendi,https://loramendi.com,Spain,,,
LORTEK S.COOP.,https://lortek.es,Poland,,,
lostboyslab,https://lostboyslab.com,Sweden,,,
LPKF Laser & Electronics,https://lpkf.com,Germany,,,
LPW Technology,https://lpwtechnology.com,The United Kingdom,,,
LSN Diffusion,https://lsndiffusion.com,The United Kingdom,,,
LTG Aktiengesellschaft,https://ltg.de,Germany,,,
LTS Maskin AS,https://ltsmaskin.no/en,Norway,,,
Lucideon,https://lucideon.com,The United Kingdom,,,
Ludeek,https://ludeek.net,France,,,
Lufthansa Technik,https://lufthansa-technik.com,Germany,,,
Lugo Labs,,South Korea,,,
Lugolabs,,,,,
"LUGOlabs Co.,Ltd.",https://formersfarm.com,United States,,,
Luke's Laboratory,,,,,
Lulzbot,https://lulzbot.com,United States,,,
Lumafield,,,,,
Lumi Industries,https://lumindustries.com,Italy,,,
LUNOVU,https://lunovu.com,Germany,,,
Lupeon,https://lupeon.com,Spain,,,
LuxCreo,https://luxcreo.com,China,,,
Luxexcel,,The Netherlands,,,
LuxYours GmbH,https://luxyours.com,Germany,,,
LUYTEN,,,,,
LUYTEN 3D PTY LTD,,Germany,,,
LVL-Tech,https://lvl-tech.com,United Arab Emirates,,,
LX Concrete Printing,https://lx-construction.com,United States,,,
LyndonBasell,https://lyondellbasell.com,United States,,,
Lynxter SAS,https://lynxter.fr/en,France,,,
LZN – Laser Zentrum Nord (closed),https://lzn-hamburg.de,Germany,,,
M & K 3D PRINTING,https://mk3dprinting.com.au,Australia,,,
M Aerospace RTC INC2557,,,,,
M. Braun Inc953,,,,,
M. Holland 3D Printing (now part of Interfacial Consultants),https://3Dinfo@mholland.com,United States,,,
M&H CNC Technology GmbH,https://mhcnc.com,Austria,,,
M&R Tools,https://mrgems.es,Spain,,,
M2 Materials,https://m2materials.com,United States,,,
M2 Optics,https://m2optics.com,United States,,,
M3DP,https://m3dp.deenglish-1,Germany,,,
m4p material solutions GmbH,https://metals4printing.com,Germany,,,
MÃ¼ller DrumTec GmbH,https://mueller-group.com/drumtec.html,Germany,,,
MaCh3D,https://mach3d.it,Italy,,,
Machinable Wax,https://machinablewax.com,United States,,,
Machinefabriek De Valk,https://machinefabriekdevalk.com,The Netherlands,,,
MACHINES PRODUCTION,https://machinesproduction.fr,Germany,,,
Machines-3D,https://machines-3d.com,France,,,
MachineWorks Ltd.,https://www.machineworks.com,The United Kingdom,,,
Machining Design Associated Ltd.,https://mdaltd.ca,Canada,,,
MACK4D GmbH,https://mack4d.de,The United Kingdom,,,
Mackart Additive,https://mackartadditive.com,The United Kingdom,,,
MacLean Additive,https://macleanfoggcs.com,United States,,,
MacPress LLC,https://macmediallc.com,Belarus,,,
"Macrocare Co., Ltd",https://mc.co.th,Thailand,,,
Madco3D,https://madco3d.com,United States,,,
MADDE INC.,,Germany,,,
Made in Space (acquired by Redwire),https://madeinspace.us,United States,,,
Made Solid,https://madesolid.com,United States,,,
Madeinadd,https://madeinadd.com,Italy,,,
MADIT METAL,https://maditmetal.com,Spain,,,
Magellan Aerospace,https://magellan.aero,Canada,,,
MagForms,https://magforms.com,China,,,
Magic Model,https://magicmodel.co.uk,The United Kingdom,,,
MAGMASOFT,https://magmasoft.com,United States,,,
Magna International Inc,https://magna.com,Canada,,,
MagnaRecta,https://magnarecta.com/,Japan,,,
MAGNOTHERM,https://magnotherm.com,Germany,,,
Magnum,https://magnum3d.ru,Russia,,,
Magnum Venus Products – MVP,https://mvpind.com,United States,,,
Magnus Metal,https://magnusmetal.com,Israel,,,
Maha Chemicals (Asia) Pte Ltd,,,,,
Mahindra Rise,https://mahindra.com,India,,,
MAI International,https://mai.at,Austria,,,
Maip Group,https://maipsrl.com,Italy,,,
Make,www.makerstage.com,,,,
Make it LEO,https://makeitleo.com,Israel,,,
Make Mode,https://makemode.co,United States,,,
Make Parts,https://make-parts.com,United States,,,
Make3D,https://make3d.in,India,,,
MakeAdditive,https://makeadditive.com,Italy,,,
MAKEiT,https://www.makeit-3d.com/,United States,,,
MAKEITQUICK,https://makeitquick.co.uk,The United Kingdom,,,
Makelab,https://makelab.nyc,United States,,,
MakeMike,https://makemike.com,Mexico,,,
Makenica Inc,https://makenica.com,India,,,
Maker Rx.,,,,,
Maker’s Tool Works,,United States,,,
Maker3D,https://maker3d.fi,Finland,,,
MakerBot,https://makerbot.com,United States,UltiMaker,,
MakerDreams,https://makerdreams.net,Italy,,,
MakerGear,https://makergear.com,United States,,,
MakerGeeks.com,https://makergeeks.com,United States,,,
Makerscafe,https://makerscafe.com,The United Kingdom,,,
makershop,https://makershop.fr,France,,,
Makerspark,,,,,
MakerVerse GmbH,https://makerverse.com,Germany,,,
MakeWhale,https://makewhale.com,India,,,
"makexyz, LLC",https://makexyz.com,United States,,,
Makino Additive Manufacturing,https://makino.com.sg,Singapore,,,
Malcolm Nicholls Limited,https://mnl.co.uk,The United Kingdom,,,
"Maliev Co., Ltd.",https://maliev.com,Thailand,,,
MANA New Materials,https://mana-metal.com,China,,,
Mandarino BLU,https://mandarinoblu.com,Italy,,,
Manifattura Additiva Umbra,https://manifatturadditivaumbra.com,Italy,,,
MANN Datentechnik,https://mann-datentechnik.de,Germany,,,
Mantis Composites,https://mantiscomposites.com,United States,,,
Mantle,https://mantle3d.com,United States,,,
Mantle1524,,,,,
Manubim,https://manubim.com,Hungary,,,
Manuevo,https://manuevo.com,The Netherlands,,,
Manufat,https://manufat.com,italy,,,
Manulith,https://manulith.com,United states,,,
Maple Glass Printing Ltd.,https://mapleglassprinting.com,Australia,,,
Mapleo Design,,India,,,
MAPTEC,https://maptec.ae,United Arab Emirates,,,
MAQcenter,https://maqcenter.es,Spain,,,
MaQeo Technologies,https://maqeo.com,United States,,,
Máquinas e Soluções,https://maquinasesolucoes.com.br,Brazil,,,
Marble Aerospace,https://marble-aero.com,The United Kingdom,,,
Marcopolo Products,,India,,,
Mareco,https://plasticproto.com,The Netherlands,,,
Mark One,https://3dmarkone.com,Italy,,,
MARK ONE SRL,,Italy,,,
Mark3D UK,https://mark3d.com,The United Kingdom,,,
Marketiger,https://marketiger.nl,The Netherlands,,,
Markforged,https://markforged.com,United States,Nano Dimension,,
Marlin,https://marlinfw.org,,,,
"MARUBENI INFORMATION SYSTEMS CO., LTD.",https://marubeni-sys.com,Japan,,,
Marvel Labs,https://marvellabs.com,United States,,,
Marvel Medtech Advanced Manufacturing,https://mmt-am.com,United States,,,
Maschinenfabrik Berthold HERMLE AG,https://hermle.de,Germany,,,
HERMLE Maschinenbau GmbH,https://www.hermle.de/en/,Germany,Maschinenfabrik Berthold HERMLE AG,,
"Mass Finishing, Inc.2170",,,,,
Mass Portal,https://massportal.com,Latvia,,,
Massive Dimension,,,,,
Massivit 3D Printing Technologies Ltd.,https://massivit3D.com,Israel,,TLV:MSVT,
Masten Space Systems,https://masten.aero,United States,,,
Master Solutions,https://master-solutions.it,Italy,,,
Mastercam,https://mastercam.com,United States,,,
MASTERTEC,https://mastertec.es,Spain,,,
Mastex SA,https://vnet.sk,Slovakia,,,
Materflow Oy,https://materflow.fi,Germany,,,
Materia srl,https://materiasrl.eu,Italy,,,
Material 4 Print,https://material4print.de,Germany,,,
Materialise,https://materialise.com,Belgium,,,
Materialogic,https://materialogic.io,Germany,,,
Materials Innovation Technologies,https://emergingmit.com,United States,,,
Materials Solutions (part of Siemens),https://materialssolutions.co.uk,The United Kingdom,Siemens,,
MATPLAT,https://matplat.in,India,,,
Matsuura Machinery Corporation,https://matsuura.co.jp,Japan,,,
Matter.io,https://matter.io,United States,,,
MatterFab,https://matterfab.com,United States,,,
MatterHackers,https://matterhackers.com,United States,,,
MATTERSHAPER,,,,,
MatterThings Inc.,https://matterthings.com,Canada,,,
mav - Innovation in der spanenden Fertigung,https://mav.industrie.de,Germany,,,
mawe presstec GmbH,https://mawe-presstec.de,Germany,,,
Maxar Technologies,https://maxar.com,United States,,,
maxon,https://maxongroup.com,Switzerland,,,
"Maxphotonics Co.,Ltd.",https://en.maxphotonics.com,Germany,,,
MaxResolution3D,https://maxresolution3d.com,Germany,,,
Maxrotec,,South Korea,,,
Mazak,https://mazak.com/about-mazak,Japan,,,
Mbot3D,https://mbot3d.com,China,,,
McLaren,https://cars.mclaren.com,The United Kingdom,,,
Mcor Technologies,https://mcortechnologies.com,Ireland,,,
MCP Technology,https://mcp.by,Belarus,,,
MCPP (Mitsubishi Chemical Performance Polymers),https://www.mcpp-global.com/en,Japan,,,
MD Alloys,https://mdalloys.com,The United Kingdom,,,
Me-go GmbH,https://me-go.de,Germany,,,
Mears Machine,https://mearsmachine.com,United States,,,
Mebotics,https://mebotics.com,United States,,,
Meccatronicore,https://meccatronicore.it,Italy,,,
Mech 3D,https://mech3d.com.au,Australia,,,
Mechnano,https://mechnano.com,United States,,,
MecSoft Corporation,https://mecsoft.com,United States,,,
Medaarch,https://medaarch.com,Italy,,,
medacom,https://medacom.de,Germany,,,
medacom GmbH,https://3ddrucker.de,Germany,,,
Medical Design Briefs,,,,,
Medical Device Developments,,,,,
Meee Services,https://meee-services.com,United States,,,
MEG Industry,https://megindustry.com,Italy,,,
Mega 3D,https://mega-3d.it,Italy,,,
Megnajet,https://megnajet.com,The United Kingdom,,,
Mehler Systems,https://mehler-systems.com,Germany,,,
Mehta Heino,https://mehtaheino.com,Finland,,,
MELD,,,,,
MELD Manufacturing,https://meldmanufacturing.com,United States,,,
Melotte,https://melotte.be,Belgium,,,
Melting Mints,https://meltingmints.in,India,,,
Meltio3D,https://meltio3d.com,Spain,,,
Meltwerk,https://meltwerk.com,Germany,,,
Membino,,Germany,,,
memoplast GmbH,https://memoplast.de,Germany,,,
Menci Software,https://menci.com,Italy,,,
MENSE KORTE,https://mense-korte.de,Germany,,,
Mentis 3D,https://mentis3d.com,South Africa,,,
Merain,https://merain.kr,South Korea,,,
Merain ,,,,,
Merconics,https://merconics.com,Germany,,,
Mercury Scientific915,,,,,
Merit3D,https://merit3d.com,United States,,,
MERSEN Deutschland Holding GmbH & Co. KG,https://optosic.de,Germany,,,
MeshInspector,https://meshinspector.com,Germany,,,
MeshInspector1851-21,,,,,
Messer SE & Co. KGaA,https://messergroup.com,United States,,,
Met-L-Flo,https://metlflo.com,United States,,,
Meta,https://meta.com,United States,,,
Meta Morph,https://metamorph3dprint.com,India,,,
Metafold,https://metafold3d.com,Canada,,,
Metal 3D,https://metal3d.com.au,Australia,,,
Metal Heart,,South Africa,,,
Metal Point Advanced Manufacturing,https://metal.impactlabs.tech,Israel,,,
Metal Powder Works,https://metalpowderworks.com,United States,,,
Metal Print SIA,https://metalprint.lv,Latvia,,,
Metal Technics 3D (MT3D),https://metaltechnics3d.com,Belgium,,,
Metallum3D,https://metallum3d.com,United States,,,
Metalpine GmbH,https://metalpine.at,Austria,,,
MetalPrint.lv,,Latvia,,,
MetalWorm,https://metalworm.com,Turkey,,,
Metalysis,https://metalysis.com,The United Kingdom,,,
Metang Novatech,http://en.metang.cn/,China,,,
Metasphere Technology,https://metasphere.se,Sweden,,,
Meteor Inkjet Ltd,https://meteorinkjet.com,Austria,,,
Meteor Inkjet Ltd ,,,,,
Metexon,https://metexon.com,The United Kingdom,,,
Methods Machine Tools Inc,https://methodsmachine.com,United States,,,
Metoxit,https://metoxit.com,Switzerland,,,
Metro Aerospace,https://metroaerospace.com,United States,,,
Metrodent,,,,,
Metrologic Group,https://metrologicgroup.com,United States,,,
METROM Mechatronische Maschinen GmbH,https://metrom.com,Germany,,,
MetShape,https://metshape.de,Germany,,,
Mex Powder,https://mexpowder.com,China,,,
Mexa3D (part of Mark3D),https://mexa3d.com,The United Kingdom,,,
Meyer Tool & Mfg.,https://mtm-inc.com/engineering-services.html,United States,,,
MFGfind,,,,,
MHG Strahlanlagen GmbH,https://mhg-strahlanlagen.de,Germany,,,
Michael Sander Kunststofftechnik,,Germany,,,
MiCoB,https://micob.in,India,,,
Micro + Hega Surfaces GmbH,https://microsurfaces.de,Germany,,,
Micro 3D (M3D),https://printm3d.com,United States,,,
micro factory 3DSolutions GmbH,,Germany,,,
Micro MIM,https://micro-mim.eu,Japan,,,
Microfabrica,https://microfabrica.com,United States,,,
Microgeo,https://microgeo.cl,Chile,,,
MicroJet Technology,https://microjet.com.tw,Taiwan,,,
Microlay Dental 3D Printers,https://microlay.com,Spain,,,
Microlight 3D,https://microlight.fr,France,,,
Micromeritics GmbH,https://micromeritics.com,Germany,,,
MICRON3DP,https://micron3dp.com,Israel,,,
MicroTek Finishing LLC,,,,,
Microtrac Retsch GmbH (part of Verder),https://www.microtrac.com/,Germany,,,
Microworkshops,https://microworkshops.co.uk,The United Kingdom,,,
Microzey,https://microzey.com,Turkey,,,
Midlands 3D,https://midlands3d.com,The United Kingdom,,,
Midwest Composite Technologies,https://midwestcomposite.com,United States,,,
MIEEG,https://mieeg.org,Italy,,,
MiiCraft,https://miicraft.com,Germany,,,
Mikkelsen Electronics A/S,https://mikkelsen-electronics.com,Denmark,,,
MIKROMAT GmbH,https://mikromat.net,Germany,,,
Mikrotron,https://mikrotron.hr,Croatia,,,
Millebot,,United States,,,
Miller 3d Printing,https://miller3dprinting.com,United States,,,
Mimaki,,,,,
Mimaki Engineering,,Japan,,,
Mimaki Europe B.V.,https://mimakieurope.com,The Netherlands,,,
Mimete,https://mimete.com,Italy,,,
MIMO Technik,https://mimotechnik.com,United States,,,
MIMplus,,,,,
Minebea,https://nmbtc.com,United States,,,
miniFactory Oy Ltd,https://minifactory.fi,Finland,,,
Ministry of Resin,https://ministryofresin.com,United States,,,
MIRA 3D,https://mira3dp.com,India,,,
MIRRECO,https://mirreco.com,Australia,,,
Misan s.r.o.,https://misan.cz,The Czech Republic,,,
Misumi,https://misumi-ec.com,United States,,,
Mitchell and Son Additive Manufacturing,https://mitchellsson.co.uk,The United Kingdom,,,
Mitsubishi Chemical America,,,,,
Mitsubishi Chemical Europe GmbH,,Germany,,,
Mitsubishi Chemical Performance Polymers – MCPP – 3DPerformance Polymers,https://mitsubishi3d.com,United States,,,
Mitsubishi Corporation,https://www.mitsubishicorp.com/jp/en/index.html,Japan,,,
Mitsubishi Corporation Technos,https://mmts.co.jp,Japan,,,
MITSUBISHI EDM / LASER1821,,,,,
Mitsubishi Electric,https://mitsubishielectric.com,Japan,,,
Mitsubishi Heavy Industries,https://mhi.com,Japan,,,
Mitsubishi Power – AM-Zone,https://power.mhi.com/products/additivemanufacturing/amzone,Japan,,,
Mitsubishi Rayon Carbon Fiber and Composites Inc,https://mrcfac.com,United States,,,
Mitsui Kinzoku,https://mitsui-kinzoku.com,Japan,,,
Mizar Additive Manufacturing,https://mizaradditive.com/en,Spain,,,
"MMP technology (BinC Industries France SAS, Microtek Finishing, INFINI India)",https://mmptechnology.com,Switzerland,,,
Mobility goes Additive e.V.,https://mga-net.com,Germany,,,
Moddler,https://moddler.com,United States,,,
Model Maker,https://modelmaker.studio,United States,,,
ModellTechnik Rapid Prototyping GmbH,https://modelltechnik.de,Germany,,,
ModernTech,https://moderntechmech.com,United States,,,
MODEST Company,https://modest.ae,United Arab Emirates,,,
Modix Modular Technologies Ltd,https://modix3d.com,Germany,,,
ModuleWorks GmbH,https://moduleworks.com,Germany,,,
Moebyus Machines,,,,,
Mogassam,https://mogassam.com,United States,,,
Moi,https://moi.am/#home,Italy,,,
